"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -1.595152359,      -9.349703852,      -9.359952454,       3.885956535,      -5.543086022
          0,           0,           1,      -1.805153134,      0.1847228842,      0.6946648598,       3.681757559,      -5.857902922
          0,           0,           2,      -2.342185499,    -0.08345801787,      0.1887891082,       3.138413081,      -6.401675209
          0,           0,           3,      -2.433151948,      0.0352179435,      0.2238772506,       3.046162528,      -6.573753783
          0,           0,           4,      -2.458314454,      0.1575512933,       0.267271101,       3.017882425,      -6.742906528
          0,           0,           5,      -2.478259996,      0.2343795817,      0.2849317693,       2.994326312,      -6.833905203
          0,           0,           6,      -2.474901386,      0.2692104049,      0.2775316685,       2.997016633,      -6.896167409
          0,           0,           7,      -2.444882157,      0.2697901268,      0.2503383568,       3.029638255,      -6.934877456
          0,           0,           8,      -2.405676928,      0.2446280206,      0.2100612443,       3.071673515,      -6.975527333
          0,           0,           9,      -2.372473764,      0.2066688879,      0.1692533299,       3.106335057,      -6.990148018
          0,           0,          10,       -2.34987495,      0.1762136406,      0.1457350572,       3.129077096,      -6.996734571
          0,           0,          11,      -2.335560957,      0.1716881282,      0.1487998017,       3.142790093,      -6.998274289
          0,           0,          12,      -2.325114227,      0.1921263234,      0.1696214924,         3.1524719,      -6.995164612
          0,           0,          13,      -2.315742631,      0.2215115693,      0.1936810117,       3.161301075,      -6.990094735
          0,           0,          14,      -2.307242017,      0.2472173311,      0.2135684434,       3.169581492,      -6.988165023
          0,           0,          15,      -2.300175315,      0.2653223029,      0.2290689711,       3.176697385,      -6.988236968
          0,           0,          16,      -2.294872345,       0.277016327,      0.2425294275,       3.182208194,      -6.987476742
          0,           0,          17,       -2.28976468,      0.2842102643,      0.2554537701,       3.187648695,      -6.984535513
          0,           0,          18,      -2.282305542,      0.2886771245,      0.2671252799,        3.19539819,      -6.979124679
          0,           0,          19,      -2.271168316,      0.2921420036,      0.2770874797,       3.206847759,      -6.971376899
          0,           0,          20,      -2.256490617,      0.2970211522,      0.2845552175,       3.221799867,      -6.962232724
          0,           0,          21,      -2.240093891,      0.3045054484,      0.2899189453,       3.238395769,      -6.953125053
          0,           0,          22,      -2.224656295,      0.3149727263,       0.295165555,       3.253887259,      -6.943759931
          0,           0,          23,      -2.211143455,      0.3300245112,      0.3024310345,       3.267360202,      -6.933954115
          0,           0,          24,      -2.199990296,      0.3479534353,      0.3130265421,       3.278465354,      -6.922905996
          0,           0,          25,      -2.190238753,      0.3678320201,       0.325514174,       3.288251464,      -6.908776494
          0,           0,          26,      -2.181540404,       0.385659608,      0.3390476818,       3.297075883,       -6.89152833
          0,           0,          27,      -2.173122382,      0.3982955263,      0.3508345047,       3.305738343,      -6.872675668
          0,           0,          28,      -2.164874221,      0.4052066579,      0.3576851434,       3.314421768,      -6.853378165
          0,           0,          29,      -2.157950008,      0.4056048188,      0.3603139084,       3.321816323,      -6.834909724
          0,           0,          30,      -2.152956686,      0.4003051402,      0.3589158165,       3.327183167,       -6.81804983
          0,           0,          31,      -2.150507889,      0.3926082351,      0.3551073555,       3.329892262,      -6.802853836
          0,           0,          32,      -2.150942527,      0.3874807935,      0.3519331152,       3.329589723,      -6.789331164
          0,           0,          33,      -2.153403479,      0.3893694646,      0.3526359072,       3.327118989,      -6.776975038
          0,           0,          34,      -2.156800147,      0.3987888692,      0.3589371313,       3.323564029,      -6.765269397
          0,           0,          35,      -2.160027704,      0.4152955777,      0.3691616422,       3.320179278,      -6.754782287
          0,           0,          36,      -2.161708226,      0.4338256104,      0.3810339321,       3.318420838,      -6.745265917
          0,           0,          37,      -2.161991982,       0.449761043,      0.3918406095,       3.318188539,      -6.736988361
          0,           0,          38,      -2.161879964,      0.4595908598,       0.398081949,        3.31856023,      -6.729645387
          0,           0,          39,      -2.163149295,      0.4603920657,      0.3976702531,       3.317633367,      -6.723140153
          0,           0,          40,      -2.167603269,      0.4514911067,       0.390458333,       3.313612287,      -6.717661325
          0,           0,          41,      -2.175798068,      0.4336345773,      0.3762753693,       3.305934116,      -6.712565303
          0,           0,          42,      -2.187224958,      0.4081675485,       0.356889709,       3.294962081,      -6.707628999
          0,           0,          43,      -2.201934575,      0.3807920487,      0.3357864218,       3.280628262,      -6.702741492
          0,           0,          44,       -2.21737173,      0.3568941432,      0.3173137526,       3.265477745,      -6.698037986
          0,           0,          45,      -2.233536672,      0.3417131388,      0.3053904263,       3.249347436,      -6.693170312
          0,           0,          46,       -2.24931012,      0.3384509033,      0.3026844401,       3.233632594,      -6.688425713
          0,           0,          47,      -2.264774417,      0.3436662084,      0.3056709227,       3.218180344,      -6.684085346
          0,           0,          48,      -2.280853256,      0.3512459313,      0.3122463882,       3.202309206,      -6.680658267
          0,           0,          49,      -2.298008442,      0.3572281926,      0.3160701848,       3.185605124,      -6.676351659
          0,           0,          50,       -2.31968404,      0.3584380145,      0.3147063592,       3.164584719,      -6.673969776
          0,           0,          51,      -2.345519643,      0.3523309481,      0.3070423049,       3.139450389,      -6.670582146
          0,           0,          52,        -2.3721226,      0.3382011612,      0.2927875444,       3.113483832,      -6.667365005
          0,           0,          53,      -2.396431678,      0.3182618359,      0.2720223999,       3.089537563,       -6.66354019
          0,           0,          54,      -2.415013354,      0.2949612095,      0.2467537628,       3.070934852,      -6.658321934
          0,           0,          55,      -2.427464732,      0.2701051157,      0.2204700277,       3.058001209,      -6.654241491
          0,           0,          56,      -2.437939435,      0.2454281974,      0.1967736031,        3.04673927,       -6.64935025
          0,           0,          57,      -2.448913649,      0.2238453112,      0.1799396438,       3.035200235,      -6.644129988
          0,           0,          58,      -2.463143402,      0.2061488884,      0.1673034633,       3.020661594,      -6.639237249
          0,           0,          59,       -2.48444065,      0.1890147805,      0.1597858166,       2.999379348,      -6.634235475
          0,           0,          60,      -2.514908098,      0.1743458371,      0.1573522096,       2.969372866,      -6.629270231
          0,           0,          61,      -2.551839183,      0.1599533033,      0.1549768338,       2.933048133,       -6.62368514
          0,           0,          62,       -2.59049893,      0.1488222495,        0.15008889,       2.895180534,      -6.617472474
          0,           0,          63,      -2.623197878,      0.1368679956,      0.1417239369,       2.862848505,      -6.610991972
          0,           0,          64,      -2.643295946,      0.1243801351,      0.1275746863,       2.842347955,      -6.604054724
          0,           0,          65,      -2.648050433,      0.1114107984,      0.1081133024,       2.836849158,      -6.596687674
          0,           0,          66,      -2.643319165,     0.09654215759,     0.08254610332,       2.840399578,      -6.588871655
          0,           0,          67,      -2.635519986,      0.0805368461,      0.0518215278,       2.846883264,      -6.580786127
          0,           0,          68,      -2.630663957,     0.06323470816,      0.0201260481,       2.850284905,      -6.572661518
          0,           0,          69,      -2.631819815,     0.04544574762,      -0.007739792,       2.847614487,       -6.56450495
          0,           0,          70,      -2.640240469,     0.02776298927,    -0.02739031627,       2.837717358,      -6.556069097
          0,           0,          71,      -2.654722415,     0.01025289964,     -0.0388682292,       2.821776006,      -6.547722524
          0,           0,          72,      -2.673949882,   -0.007047482423,    -0.04160300057,       2.801173728,       -6.53978036
          0,           0,          73,      -2.698361685,    -0.02419953587,    -0.04097114027,       2.775614812,      -6.532279708
          0,           0,          74,      -2.725018365,    -0.04263465881,    -0.04418066623,       2.748487967,      -6.525239018
          0,           0,          75,      -2.749854276,    -0.06366136723,    -0.05522138026,       2.724157499,      -6.518514634
          0,           0,          76,      -2.770338531,    -0.08714301226,    -0.07601511564,       2.704979539,      -6.512297117
          0,           0,          77,      -2.785310409,     -0.1113018862,     -0.1077452476,        2.69149343,      -6.506637363
          0,           0,          78,      -2.795095539,     -0.1357831836,      -0.149315483,       2.682920485,       -6.50163404
          0,           0,          79,       -2.80265062,      -0.154545198,     -0.1946865646,       2.675691444,      -6.497123309
          0,           0,          80,      -2.813684648,     -0.1669437353,     -0.2386506264,        2.66375099,      -6.493117654
          0,           0,          81,       -2.82980168,     -0.1741955705,     -0.2742074372,        2.64604141,       -6.48963203
          0,           0,          82,      -2.851994196,     -0.1805275691,     -0.2903772562,        2.62176932,      -6.486499385
          0,           0,          83,      -2.880909316,     -0.1892891435,     -0.2937888007,       2.590444158,      -6.483807007
          0,           0,          84,      -2.916029403,     -0.2025036651,     -0.2950831811,       2.553386599,      -6.481460472
          0,           0,          85,      -2.955389138,     -0.2249927748,     -0.3018007092,       2.513103826,      -6.479458841
          0,           0,          86,      -2.993563649,     -0.2539158953,     -0.3174064627,       2.476140647,      -6.477767146
          0,           0,          87,      -3.023724443,     -0.2916967359,     -0.3451097796,       2.448827317,       -6.47629662
          0,           0,          88,      -3.043869216,     -0.3296450159,     -0.3848980107,       2.432511297,      -6.474960503
          0,           0,          89,      -3.058511464,     -0.3689070814,     -0.4349462254,       2.420669603,      -6.473715217
          0,           0,          90,      -3.072193973,     -0.3998593151,     -0.4894136133,       2.408265642,      -6.472377125
          0,           0,          91,       -3.09192363,       -0.41806366,     -0.5391967977,       2.388276148,      -6.470868958
          0,           0,          92,      -3.117589926,     -0.4248627139,     -0.5737872451,       2.361079815,      -6.469393197
          0,           0,          93,      -3.151122403,     -0.4265688046,     -0.5911735297,       2.324980292,      -6.467806376
          0,           0,          94,      -3.192479355,     -0.4287601493,     -0.5963006753,       2.280331462,      -6.466214502
          0,           0,          95,      -3.239309147,     -0.4329815996,     -0.5974255446,       2.229965546,      -6.464578616
          0,           0,          96,      -3.282701089,     -0.4420177183,     -0.6027744171,       2.184537094,      -6.462911032
          0,           0,          97,      -3.313421153,     -0.4550559103,     -0.6169495784,       2.154414278,      -6.461259217
          0,           0,          98,      -3.327919938,     -0.4697457426,     -0.6405543694,       2.142874604,       -6.45958874
          0,           0,          99,       -3.33122488,     -0.4828214717,     -0.6697943341,       2.143154452,      -6.457978113
          0,           0,         100,      -3.332118613,     -0.4908776938,     -0.6988102505,       2.145015649,      -6.456364579
          0,           0,         101,      -3.338005975,     -0.4928956446,     -0.7216331206,       2.140763687,      -6.454773014
          0,           0,         102,      -3.354715709,     -0.4899348686,     -0.7337883262,       2.124697185,      -6.453242322
          0,           0,         103,      -3.382112293,     -0.4849964228,     -0.7360116735,       2.097189117,      -6.451753328
          0,           0,         104,      -3.422863067,     -0.4807982759,     -0.7328215211,       2.055804993,       -6.45029183
          0,           0,         105,      -3.475590172,     -0.4786356572,     -0.7291755228,       2.002467921,      -6.448885679
          0,           0,         106,      -3.531307471,     -0.4795792936,     -0.7294716673,        1.94693349,      -6.447545929
          0,           0,         107,      -3.580037155,     -0.4838024079,     -0.7354183059,       1.900043124,       -6.44627429
          0,           0,         108,      -3.608938183,     -0.4908215733,     -0.7464310062,       1.874519402,      -6.445083547
          0,           0,         109,      -3.617959062,     -0.4994845687,     -0.7605809668,       1.869177428,      -6.443986988
          0,           0,         110,      -3.615276314,     -0.5081979207,      -0.774871368,       1.874629718,      -6.442947045
          0,           0,         111,      -3.608522855,     -0.5156576777,     -0.7862023538,       1.882828058,      -6.441931548
          0,           0,         112,      -3.609911439,     -0.5213084172,     -0.7926724599,       1.882104054,      -6.441022713
          0,           0,         113,      -3.620515098,     -0.5251838448,     -0.7938185017,       1.871577615,      -6.440229023
          0,           0,         114,      -3.645117244,     -0.5277529316,     -0.7916360199,       1.846969153,      -6.439550275
          0,           0,         115,      -3.678763964,     -0.5299567371,     -0.7891127211,       1.813022061,      -6.438990958
          0,           0,         116,       -3.71387467,     -0.5322710696,     -0.7881314667,       1.777054635,      -6.438557261
          0,           0,         117,      -3.755149814,     -0.5352081729,     -0.7899601014,       1.734624559,      -6.438272865
          0,           0,         118,      -3.789805839,     -0.5387533349,      -0.795338432,       1.698424543,      -6.438130878
          0,           0,         119,      -3.805397213,     -0.5427489212,     -0.8038996187,       1.680442752,      -6.438142314
          0,           0,         120,      -3.800645453,     -0.5468676061,     -0.8140117825,       1.682294775,      -6.438317336
          0,           0,         121,      -3.783305627,     -0.5505863867,     -0.8240565353,       1.697058647,      -6.438657804
          0,           0,         122,      -3.765180697,     -0.5537140884,     -0.8327923166,       1.712956126,      -6.439171144
          0,           0,         123,      -3.749568942,     -0.5556760883,      -0.839254368,       1.726914875,      -6.439861376
          0,           0,         124,      -3.747133509,     -0.5565122469,     -0.8426234664,       1.727917114,      -6.440729889
          0,           0,         125,      -3.753483074,     -0.5564393594,     -0.8434134783,       1.720462383,      -6.441784691
          0,           0,         126,      -3.766564117,     -0.5558380673,     -0.8427499128,       1.706892912,       -6.44302235
          0,           0,         127,      -3.787661437,     -0.5550415612,      -0.841426349,       1.686114525,      -6.444448146
          0,           0,         128,      -3.815446574,     -0.5545848487,     -0.8405788842,       1.659667659,      -6.446056343
          0,           0,         129,      -3.844661748,     -0.5547334151,     -0.8406830365,       1.633376686,      -6.447849185
          0,           0,         130,      -3.874192894,     -0.5555631062,     -0.8417617083,       1.608771831,      -6.449831099
          0,           0,         131,      -3.898539132,     -0.5570824114,     -0.8435080474,       1.591021982,      -6.451995288
          0,           0,         132,      -3.917034756,     -0.5594540508,     -0.8454594692,       1.579707827,      -6.454339077
          0,           0,         133,      -3.935871289,     -0.5622662265,     -0.8471845474,       1.568623371,      -6.456858915
          0,           0,         134,      -3.950690453,      -0.565436048,     -0.8484054933,       1.560887713,      -6.459560392
          0,           0,         135,      -3.960179915,     -0.5688933348,     -0.8489281747,       1.556739255,      -6.462442596
          0,           0,         136,      -3.974629717,     -0.5722598629,     -0.8483382335,       1.547262131,      -6.465508405
          0,           0,         137,      -3.995615304,     -0.5754430673,     -0.8467790975,       1.531020193,      -6.468759977
          0,           0,         138,      -4.021033156,     -0.5785413879,     -0.8447418662,       1.509580521,       -6.47217567
          0,           0,         139,      -4.044733352,      -0.581531174,     -0.8425760273,       1.488169094,      -6.475750405
          0,           0,         140,      -4.073442569,     -0.5843836287,     -0.8404814844,        1.46099005,      -6.479480721
          0,           0,         141,      -4.098228591,     -0.5872806585,      -0.838781909,       1.434956013,      -6.483375123
          0,           0,         142,      -4.111572147,     -0.5902487795,     -0.8376571758,       1.415678623,      -6.487427901
          0,           0,         143,      -4.110996286,     -0.5934591188,     -0.8370917095,       1.406423471,      -6.491637472
          0,           0,         144,      -4.095741395,      -0.596828336,      -0.837294088,       1.409894285,      -6.495998617
          0,           0,         145,      -4.081032669,     -0.6002417026,     -0.8380329393,       1.413983342,      -6.500487998
          0,           0,         146,      -4.061547596,     -0.6036363608,     -0.8391942157,       1.424456863,      -6.505098935
          0,           0,         147,      -4.034770541,     -0.6070365911,     -0.8404788055,       1.444162538,      -6.509818817
          0,           0,         148,      -4.016396314,     -0.6103074163,     -0.8417652077,        1.45786855,      -6.514629032
          0,           0,         149,      -4.008701667,     -0.6133537713,     -0.8430295184,       1.462496401,       -6.51953562
          0,           0,         150,      -4.006418138,     -0.6161374797,     -0.8441834722,       1.463004724,      -6.524522099
          0,           0,         151,      -4.006384548,     -0.6188325162,     -0.8451529243,       1.462220492,      -6.529461545
          0,           0,         152,      -4.016775185,       -0.62115372,     -0.8459218945,       1.452307143,      -6.534392707
          0,           0,         153,      -4.036081833,     -0.6231583035,      -0.846622037,       1.434435953,      -6.539333422
          0,           0,         154,       -4.05801457,      -0.624906521,     -0.8470632459,       1.415819694,      -6.544271508
          0,           0,         155,      -4.082710357,     -0.6264258636,     -0.8474225802,        1.39620027,      -6.549214619
          0,           0,         156,      -4.113315902,      -0.627789697,      -0.847826938,       1.372166617,      -6.554151853
          0,           0,         157,      -4.140811365,     -0.6290112749,     -0.8481052515,       1.352138636,      -6.559054732
          0,           0,         158,      -4.166598913,     -0.6301380946,     -0.8483100117,       1.334184054,      -6.563913602
          0,           0,         159,      -4.190976392,     -0.6311564695,     -0.8485818107,       1.318194648,      -6.568705271
          0,           0,         160,      -4.211577051,     -0.6320540902,     -0.8488344604,        1.30517494,      -6.573414608
          0,           0,         161,      -4.226790077,     -0.6330263509,     -0.8489879266,       1.294802838,      -6.578010756
          0,           0,         162,      -4.219669394,     -0.6340608738,     -0.8491240184,       1.301213238,      -6.582484823
          0,           0,         163,      -4.227384575,     -0.6349545957,     -0.8492600371,       1.293794327,      -6.586814906
          0,           0,         164,      -4.239529043,     -0.6357978892,     -0.8494405439,       1.280745539,      -6.590987326
          0,           0,         165,      -4.245236729,     -0.6366242055,     -0.8496835198,       1.271612781,      -6.594974219
          0,           0,         166,      -4.250745363,     -0.6373970391,     -0.8500228606,        1.26093554,      -6.598751948
          0,           0,         167,      -4.244978256,     -0.6380457721,     -0.8504541871,       1.259540266,      -6.602333018
          0,           0,         168,      -4.232928637,     -0.6385991287,     -0.8510690381,       1.263694619,      -6.605675062
          0,           0,         169,      -4.211660317,     -0.6391951084,     -0.8517817225,        1.27730134,      -6.608783273
          0,           0,         170,      -4.193878344,     -0.6396102607,     -0.8525408704,       1.289490152,      -6.611639453
          0,           0,         171,      -4.185723123,     -0.6398161334,     -0.8533324043,       1.293360025,       -6.61419161
          0,           0,         172,       -4.17813249,     -0.6399422505,     -0.8541738046,       1.297532435,      -6.616478913
          0,           0,         173,      -4.160031993,     -0.6399784808,     -0.8552392926,       1.313652804,      -6.618461824
          0,           0,         174,      -4.158025038,     -0.6397046964,     -0.8560684779,       1.315627022,      -6.620168754
          0,           0,         175,       -4.15321438,     -0.6395378428,     -0.8569219579,       1.321417978,      -6.621565891
          0,           0,         176,      -4.151209534,     -0.6390642367,     -0.8579061213,        1.32532996,      -6.622669413
          0,           0,         177,      -4.154154547,     -0.6383761992,     -0.8587566505,       1.325357804,       -6.62345428
          0,           0,         178,      -4.157806532,     -0.6377480562,     -0.8596340924,       1.325026195,      -6.624000596
          0,           0,         179,      -4.167879427,     -0.6368751717,     -0.8604268676,       1.319026902,       -6.62430319
          0,           0,         180,      -4.177767014,     -0.6358032601,     -0.8613659416,       1.314258096,      -6.624330102
          0,           0,         181,      -4.186279581,      -0.634685456,     -0.8622000829,        1.31045957,      -6.624092127
          0,           0,         182,      -4.197831129,     -0.6334887663,     -0.8629728143,       1.304457777,      -6.623641755
          0,           0,         183,      -4.211042499,     -0.6322347706,     -0.8637633369,       1.297221611,      -6.622993341
          0,           0,         184,      -4.224306335,     -0.6311291831,     -0.8645657413,        1.28953485,      -6.622153765
          0,           0,         185,      -4.242485342,     -0.6299397597,     -0.8653554186,       1.277911419,      -6.621106495
          0,           0,         186,      -4.259423797,      -0.628692424,     -0.8661529292,       1.266988902,      -6.619879726
          0,           0,         187,      -4.266699469,     -0.6274269857,      -0.866998357,       1.262479126,      -6.618500723
          0,           0,         188,      -4.276032832,     -0.6261724792,     -0.8676485642,       1.255375875,      -6.616994741
          0,           0,         189,      -4.278928896,     -0.6249068915,     -0.8682322446,       1.252454118,      -6.615351106
          0,           0,         190,      -4.278728818,     -0.6236387582,      -0.868824908,       1.251789141,       -6.61358767
          0,           0,         191,      -4.272832291,     -0.6223949219,     -0.8694098245,       1.254770376,      -6.611681346
          0,           0,         192,      -4.272295152,     -0.6212059264,     -0.8699371459,       1.252029581,      -6.609637016
          0,           0,         193,      -4.273465479,     -0.6200237893,     -0.8704659361,       1.248069916,      -6.607477965
          0,           0,         194,      -4.270071113,     -0.6188173588,     -0.8709912714,       1.248627236,      -6.605226248
          0,           0,         195,      -4.264234852,     -0.6175812772,     -0.8715049525,       1.251931894,      -6.602820778
          0,           0,         196,      -4.259690842,     -0.6163369793,     -0.8720117838,       1.254051133,      -6.600350506
          0,           0,         197,      -4.255383552,     -0.6150591076,     -0.8725060428,       1.256837553,      -6.597840461
          0,           0,         198,       -4.24029324,     -0.6137969902,     -0.8729648066,       1.269846614,      -6.595257093
          0,           0,         199,      -4.236300208,     -0.6124530248,     -0.8734084873,       1.273919444,      -6.592606351
          0,           0,         200,      -4.237851134,     -0.6110278782,     -0.8739897747,       1.274257354,      -6.589893118
          0,           0,         201,      -4.241128262,     -0.6095705643,     -0.8745620986,        1.27288816,      -6.587107916
          0,           0,         202,      -4.244179282,     -0.6080450017,     -0.8751639011,       1.272955412,      -6.584177805
          0,           0,         203,      -4.250333788,     -0.6064492961,     -0.8757359533,       1.271506551,      -6.581266358
          0,           0,         204,      -4.256596333,      -0.604806879,     -0.8762621181,       1.269954999,      -6.578322289
          0,           0,         205,      -4.264491591,     -0.6031006925,     -0.8767707663,       1.268376727,      -6.575371651
          0,           0,         206,      -4.270770276,     -0.6013569361,      -0.877296991,       1.268217181,      -6.572416408
          0,           0,         207,       -4.27849878,     -0.5996114222,     -0.8777539392,       1.265692785,      -6.569467458
          0,           0,         208,      -4.265696109,     -0.5979932764,     -0.8781551707,       1.278804557,      -6.566544313
          0,           0,         209,      -4.270449726,     -0.5963215558,     -0.8785638747,       1.278682427,      -6.563594164
          0,           0,         210,       -4.27779168,     -0.5946339652,      -0.878884991,       1.276439877,      -6.560633912
          0,           0,         211,      -4.286430696,     -0.5929484621,     -0.8791545327,       1.272775757,      -6.557642749
          0,           0,         212,      -4.295821954,     -0.5912388405,     -0.8794207633,       1.268030295,      -6.554688959
          0,           0,         213,      -4.305180123,     -0.5895015214,     -0.8795377269,        1.26330613,      -6.551778907
          0,           0,         214,      -4.305370226,     -0.5878943876,     -0.8795995963,       1.264171569,      -6.548837237
          0,           0,         215,      -4.291030797,      -0.586345165,     -0.8796081067,       1.274947894,      -6.545910857
          0,           0,         216,      -4.298622391,     -0.5848396782,      -0.879491119,       1.270442818,      -6.542987458
          0,           0,         217,      -4.300895607,     -0.5833683922,     -0.8794036552,       1.269464399,       -6.53997357
          0,           0,         218,      -4.296588883,     -0.5819392496,     -0.8792563463,       1.272400366,      -6.536995122
          0,           0,         219,      -4.285661198,     -0.5807134073,     -0.8790350774,       1.279515919,      -6.534021999
          0,           0,         220,      -4.289791616,     -0.5794927889,     -0.8788101962,       1.276668615,      -6.531074637
          0,           0,         221,      -4.289165444,     -0.5782818463,     -0.8785515494,       1.277566671,      -6.528164451
          0,           0,         222,      -4.294628394,     -0.5770387713,     -0.8782157376,        1.27429072,      -6.525287881
          0,           0,         223,      -4.300873768,     -0.5757778071,     -0.8778489137,       1.270649052,      -6.522512349
          0,           0,         224,      -4.305350574,     -0.5745578586,     -0.8774303472,       1.268018999,      -6.519672003
          0,           0,         225,      -4.301895824,     -0.5733970527,     -0.8769944787,       1.270726636,      -6.516805627
          0,           0,         226,      -4.302641091,     -0.5721827487,     -0.8765974865,       1.271461532,      -6.513894866
          0,           0,         227,      -4.292819998,     -0.5709119147,     -0.8761725027,       1.280938604,      -6.510984654
          0,           0,         228,      -4.304596501,      -0.569689991,     -0.8756872942,        1.27443781,       -6.50812682
          0,           0,         229,       -4.31550813,     -0.5684229668,     -0.8751424294,       1.269855587,      -6.505207682
          0,           0,         230,      -4.323863123,     -0.5671708846,     -0.8745025214,       1.267019797,      -6.502370823
          0,           0,         231,      -4.321050564,     -0.5659234672,     -0.8738991391,       1.271139684,      -6.499508595
          0,           0,         232,      -4.328925463,     -0.5647011467,      -0.873241334,       1.267810544,      -6.496726603
          0,           0,         233,      -4.334453378,     -0.5634806594,     -0.8725195602,       1.267093124,      -6.493980023
          0,           0,         234,      -4.331556571,     -0.5623258105,     -0.8717947047,       1.270682425,      -6.491315392
          0,           0,         235,      -4.320484325,     -0.5612116512,     -0.8709807772,       1.279398525,      -6.488669662
          0,           0,         236,      -4.329510246,     -0.5601155784,     -0.8700684415,       1.275423155,      -6.486035863
          0,           0,         237,      -4.339468401,      -0.559057467,     -0.8692466216,       1.270593005,      -6.483354668
          0,           0,         238,      -4.344714665,     -0.5580100873,     -0.8683308665,       1.268782257,      -6.480683981
          0,           0,         239,      -4.350902924,     -0.5569793115,     -0.8673607327,       1.266550908,      -6.477942618
          0,           0,         240,      -4.355414948,      -0.555965086,     -0.8663415703,       1.265619155,      -6.475331426
          0,           0,         241,      -4.358623228,     -0.5549679068,     -0.8652650667,       1.264849625,      -6.472776345
          0,           0,         242,      -4.367683502,     -0.5539905072,      -0.864130512,       1.260247722,      -6.470294771
          0,           0,         243,      -4.370529212,     -0.5530705722,       -0.86298093,       1.259207183,      -6.467852169
          0,           0,         244,       -4.37339783,     -0.5521968054,     -0.8617554696,         1.2585197,      -6.465454662
          0,           0,         245,      -4.375150715,     -0.5513607719,     -0.8605867589,       1.258243403,      -6.463147253
          0,           0,         246,      -4.360574499,     -0.5506174594,     -0.8593853232,       1.265970353,      -6.460874196
          0,           0,         247,      -4.364775685,     -0.5499192799,      -0.858080643,       1.264410696,      -6.458564803
          0,           0,         248,      -4.371972132,      -0.549224649,     -0.8568657099,       1.261820537,       -6.45626579
